Tweet,Alay Count,Abusive Count
culun lucu kurang gaya kamus,0,1
bang mardani lagi2 ngeles sangking tdk mau mengakui hasil kerja nyata jokowi knp itu diambil alih jokowi karena proyeknya mangkrak ditangan gubernur aher alhamdulillah ditangan pak jokowi hanya butuh kurang lebih 2thn lanjut p,4,0
indonesia resmi menggunakan jaringan 5g tahun 2019,0,0
diamlo cina keparat,1,1
inget yg jeblosin jonru dan respon cepat oleh tpi giliran di kubu dia victor laiskodat mah ampyuuunnn dah tuh manusia malah jd calon pilkada,9,0
semakin dibuka semakin kelihatan kebohongan2 yg jokowi lakukan bahkan terhadap rakyat kecil sekalipun pantaskah seorang penipu seperti ini dijadikan pemimpin,2,0
36 berdasarkan fakta sejarah jokowi harus mundur atau dijatuhkan karena telah memusuhi umat islam,0,0
wkwkwkwk cebong dungu yg awal ngomong cebong onta cangkemmu dewek,4,4
akhirnya jalan tapian nauli sunggal diaspal ekonomi breakingnewssektorriil,1,0
heboh pengadaan tas sembako bantuan presiden sedot apbn rp 3 miliar padahal bawaslu,3,0
indahnya cocot pks kalau ngomong ketum aja kaya bencong gaya bicaranya hadehh sadizzz,6,2
dia selalu bicara ulama mengatasnamakan syar i lah haram lah itu lah ini lah tp gitu juga,2,0
dulu dizalimi kroni kroninya megawati keluar jd pemenang sekarang dizalimi kroni kroninya daur ulang sejarah,1,0
salah sendiri milih gubernur yg diusung dr isu sara,3,0
padahal dulu amien yg menuduh prabowo dalang sebuah kerusuhan,1,0
mohon bantuan teman2 di daerah tki 3 bandung dekat tokosrikandi ada kalungnya tp sp terlantar galak jd susah didekati aq g bs tangani,8,0
begitulah kaum bani kampret sumbu pendek hidup di bumi datar,0,2
lu nga serem teh maennya sama setan wqwq,5,1
ini salahnya kafir nenggolan di ajak nonton film kafir terus di panggil jd bang dan lai keok belgium,4,2
makin nakal polisi dengan kasus kasus buatan makin kuat animo umat islam untuk lengserkan jokowi 2019,0,0
selamat hari koperasi nasional koperasi sebagai landasan ekonomi bangsa harus dipeluhara dan ditumbuh kembangkan dari ancaman praktek kartel asing,2,1
utk menjaga stabilitas politik keamanan dan penghematan uang negara saya sarankan pilkada cukup dipilih oleh badan permusyawaratan desa bpd karna mereka non partai kalau dprd kemungkinan transakdional,7,0
mata lu picek,2,1
kirain orang orang kayak gini cuma karangan fiksi anjir,2,1
gakmau berdua doang kaya lesbi,2,1
presiden jokowi akan berikan gamelan pada dua sekolah presiden joko widodo akan memeberikan gamelan bagi dua,1,0
negara teroris itu ternyata mayoritas budha,1,0
bila hilang budaya malumu lakukanlah apa saja yang kamu kehendaki hr bukhari,1,0
negara dalam keadaan genting karena defisit sdh hampir 3 siap siap jokowi di lengserkan apakah rakyat menginginkan jkw lengser retweet,2,1
pemkot manado raih penghargaan best emergency 112 ekonomi,1,0
tinggal sebulan lagi anies dipastikan dicopot dari jabatannya sebagai gubernur dki lantaran tidak kunjung,1,0
meh cocok sube wa off telp gk diangkat dasar brengsek,3,0
menurut gue theist agnostic ini boss gue dia islam turunan ayahnya but doi nikah sama cewek katolik ibunya katolik mereka puasa etc tapi ga solat why mereka bukan males ibadah sih mereka punya paham sendiri tentang tuhan ya situ mah kalo mang male,10,0
kampret merah tuh apa,1,1
usirdubesmyanmar,1,0
ikeafurniture stan ngakak bgt tae,4,0
new post presiden jokowi soroti minimnya promosi asian games has been published on warta online,0,0
huhuhuhu tiba2 sm kim bum plot twist bangettt sumpah aku tuh udh relain dia sm monyet beneran biar monyet move on eh taunya ama dia jan jangan monyet gaberani deketin dia karna tau udh ada yg punya,17,3
dari tkp ditemukan dokumen disket dan email yg menyebut keterlibatan banyak tokoh hendardi alex widya siregar sofyan wanandi surya paloh dll termasuk yayasan prasetya mulya perkumpulan konglomerat tionghoa,4,0
bambang soesatyo meminta seluruh kekuatan politik yang ada mempelajari sistem pelaksanaan pilkada langsung ia menuturkan sistem tersebut akan dilanjutkan jika memang memberikan manfaat bagi masyarakat,1,0
oh anies konon beliau sudah buyback indosat stop impor bikin mobil esemka swasembada pangan reforma pertanian 10 juta lapangan kerja 50 000 puskesmas stop ujian nasional tidak bagi jabatan ekonomi 7 dollar dibawah 10 000 usut kasus munir dll,4,0
tangkap segera ustot bajingan ini,1,1
cinta itu buta dan cinta dapat membukakan mata,0,1
yang broken time ii muda ni tolonglah jangan lah broken korang ada masa depan do jangan sebab cinta monyet korang tak dapat nak achieve your freakin goals though,2,1
smg diberi kekuatan walau godaan menghadang amin,1,0
kenapa aku berdepan dengan setan dungu macam kau ni burittt,2,2
hahahhahahahahahahahahahaha habislah aku kena kidnap dengan laptop ku sekali kejam kamu belanja aku coffee bean baru ku maafkan hazelnut coffee with whip cream nama ku kalau salah eja mesti lanja aku double,2,1
ini kontras ikut ikutan radikal dan intoleran,0,0
dikarantina di kamar gas beracun kaya nazi membasmi yahudi dulu itu mas,1,0
indosat celeng dancok bikin bintang gua turun babi bajingan,2,3
komunis melulu ditii dong dibahas kan ngebantai juga memberontak juga antek terorisnya malah nyata sampe sekarang,2,2
sarap nih pendukung prabowo,0,1
tidak peduli sesulit apa aku menghadapi sesuatu aku akan tetap tersenyum seperti orang idiot chanyeol exo k,0,1
jangan marah marah dong nete,0,1
kek sipit,1,1
barusan ada sodara yang jarang ketemu mampir ke rumah anterin undangan basa basi dikit sebentar terus tetiba bilang ana kurusan sih sakit gw langsung he emang makannya dikit terus dia bilang oh kalo ku sekarang gendut nanti dibilang ana,10,1
anda bisa tukar atau kembalikan produk secara gratis untuk pengembalian barang kepada konsumen apabila barang tersebut rusak atau cacat produksi dengan layanan garansi selama 7 hari hauzminiquiz hauzid,2,1
otw di bom korut u,3,0
ga sarap des tpi dah gemblung nih,4,1
buku langka gt tarich agama islam oleh h o s tjokroaminoto tahun 1950 183 halaman hardcover harga 450 000 minat,3,0
sesama smstan tapi malu2in hhhh bangke kesel w,5,0
tae isinya banci semwa yak,3,1
bimbingan ulama kibar ahlussunnah kokoh dan bersabar di atas al haq asy syaikh shalih al fauzan hafizhahullah berkata maka orang yang bersabar di atas jalan allah di atas agama yang haq dan di atas sunnah,4,0
kapir bodoh memang bengap dah terangkanpon x paham jugak memang ptut la la ko jd kapir,10,1
anies disebut super gubernur saat kunjungan di maroko goodbener memang,1,0
savekpk tolak rekomendasi amp bubarkan pansus angket kpk tandatangani petisi via,4,0
rabbi israel sebut orang berkulit hitam sebagai picu kecaman keras,1,0
sahkan ruumasyarakatadat,1,0
eh adaaa cek toko sebelah sorry yaa cuma satu aku inget nonton film klasik indo tokohnya kristen lebih banyak spiritofdiversity,6,0
apa lagi memek yg ga ada bulunya lebih mantap di jilatnya,2,1
knpsih ni dosen tiap adzan gapernah break dulu gitu nyerocos mulu kunyuk,6,1
albert einstein baru bisa bicara pada umur 3 tahun karena dia mengalami cacat otak sehingga daya pikirnya sangat lambat,0,1
noh arab saudi menjajah yaman pdahal satu rumpun noh bgsa israil menjajah palestina padahal orang yahudi jg bnyk keturunan arab dan jg tentara israel jg bnyk yg muslim dan islam jadi agama kedua terbnya,12,0
belum anjir,0,1
memandangi freezer yang kosong sambil lewat papa kamu along with your gantengs ate all the ice cream last night oh dear lord ampun pak steven entah kenapa sekarang bahasa ne anak anak tambah kacrut pun,3,1
tangkap si gerung penista kitab suci semua agama,1,0
bualan ke berapa nih pak jokowi ngomong mulu,1,0
mending presidenku ada kerjanya walaupun d nyinyir ma kaummu cuma gunting pita skarang kl junjunanmu jadi presiden yakin bisa bangun infrastruktur yakin gk ngutang lg kl ngutang yakin buat rakyat mending pak jokowi sudah ter,10,0
najis om lu sama om ingguk sama aja ternyata,3,1
udah sipit tuhh mana tangannya kebalik lago tadi wkwkw,3,1
si cewe itu bilang gua baru mau keluar dari badan ini kalo rumah gua udah di bersihin guru agama gua langsung nyuruh anak anak ambil air airnya dibaca bacain dulu lalu disiramin ke pohon nangka cewe itu langsung ga sadarin diri dibawalah dia ke,14,0
cebong kalau ketahuan tololnya gini lari dr kenyataan,2,1
eh dongo klo namannya di tackle terus injured ga usah ma yg debutan 20 taun ama yg 17 taun klo maen nya kasar jg cidera wkaakakak heran anda punya otak kan,14,0
dih maho anjir geli gue,2,1
agak sedih sih vavang tampan mata sipit resign cuman rada seneng juga jadi enggak ada yg vau vau tak menyenangkan hinggap di hidung ini,7,1
namun dengan kondisi ekonomi nasional yang terbatas setelah penggantian kekuasaan pemerintah segera mengambil langkah strategis dengan mengeluarkan undang undang modal asing uu no 1 tahun 1967 freeport51,2,1
rezim paling buruk semnjak indonesia merdeka,1,1
udah tau bego gak belajar jadi mau ngatain goblog goblog lu,6,1
grepe coli temen smp pas tidur eh malah crot kontolsmp kontolsma titit grepe tititsmp tititsma chiforchi sange,8,2
terlalu banyak kebaikan yg saya peroleh darinya hampir separuh usia saya hari ini sy jalani bersama teman2 pks sebelum ia dirampas rezim baru ini,4,1
904news scarlett johansson akhirnya mengundurkan diri dari film rub and tug dalam perannya sebagai gembong penjahat dante tex gill scarjo dihujat dan dikritik karena memerankan tokoh transgender dan dianggap hanya ingin mendapatkan penghargaan dari,2,1
dalam kehidupan ibnu ummi maktum dikenal sbg orang yang amat mencintai allah serta rasul nya dalam suatu riwayat ia pernah tinggal di rumah seorang wanita yahudi yg baik hati namun sayang mulutnya tak pernah henti untuk menghina orang yg dicintai oleh,4,0
presiden boros dan foya foya rakyat menderita jokowi presiden pilihan taipan cc 2019gantipresiden,1,0
timbal baliknya tka min cepet2 dipulangin plis,4,0
98 1 orang orang kafir yakni ahli kitab dan orang orang musyrik mengatakan bahwa mereka tidak akan meninggalkan agamanya sebelum datang kepada mereka bukti yang nyata,0,1
belomm susah banget ini cari jumlah peminat budaya indo di korsel giliran nemu tapi sumbernya ga akurat kamu gimana,5,0
buya eson mungkin substansi masalah kita bkn hanya soal bisa atau tidak bisa membaca qur an tetapi bagaimana menghayati dan membumikan pesan qur an bahwa islam adalah rahmat utk seluruh alam kalau itu tak usah ada tes membaca tapi lihat track record set,2,0
penyakit panik yg di alami kaum begundal kampret bongkrek adalah selama pak prabowo blm jadi presiden dan kepanikan itu akan trs berlanjut karna sprtinya pak jokowi akan dua periode,5,1
siapa yang pura pura lupa taplak saya kan org baru,1,1
masih jadi tka aja udah menghina ntar jadi bos mau lah indonesia ini di jajah lemah x pemerintahan mu pak 2019gantipresiden 2019gantipresiden 2019gantipresiden,7,0
beliau hebat di rezim beliau lah kroasia lolos ke final piala dunia mengalahkan inggris dg skor rp 14500 1 kerja kerja kerja,2,1
semakin bayk kpk menangkap koruptor semakin menjukkan kpk gagal bubarkan serahkan kepolisian dan kejaksaan,4,0
10 april 1877 raden mas panji sosrokartono kakak ra kartini lahir di pelemkerep mayong jepara jawa tengah dia pernah jadi wartawan perang dan penerjemah dalam momen momen penting sejarah dunia menutup hidupnya dengan ilmu kebatinan,1,0
dengan kekuatan ekonomi kita sekarang kalau kita punya daerah reklamasi distrik bisnis dan pelabuhan bersebelahan lonjakan ekonomi kita akan fenomenal pertumbuhan 7 bahkan lebih dan ihsg 10 000 bukan tidak mungkin,1,0
ahahahaha alah bodo takot iv ekgy ye suh mu nyanyi kagu klok je odo,5,0
si penghina al qur an harus dipenjara penjarakan ahok penjarakan ahok,2,0
dan kamu pasti penganut islam garis keras kan ngomongmu kelihatan mendem kencing onta,1,1
yang beragama islam jangan lupa 4 rokaat nya jangan malas an ya,1,0
mumpung gua lagi kagak puasa gajelas lu ngentod,5,0
pdip gencar trus serang kpk bubarkan pdip dukung jokowi jokowiagain jokowiagain,6,0
artinya bank dunia percaya kpd indonesia semakin besar utang indonesia akan semakin bagus kalau digunakan untuk pembangunan agar kalau indonesia kelak berganti rezim rezim tersebut akan berpikir ulang untuk korupsi krn indonesia hrs bayar,3,2
ganti nama aja biar cocok dng yg sering keluar dr mulut sampaen tuh onta kencing juga blh,7,1
asyikm3nang asyik dekat dengan ulama,1,0
ini mantul mantap betul siapa bilng pemerintah anti islam nihh ini neehh buktinya justru semakin dekat dengan para ulama dan santri,4,0
hanya di era saja ketika komunis dibiarkan berkembang,0,1
kukira cuma prabowo paling lucu ngelawak lwat novel fiksi ghost fleet kamu lbih lucu zul tpi jg palimg bego,7,1
sekolah disana hrs jd antek uncle sam bro kurikulum wajib trump slh 1 pemegang saham freeport mcmoran inc,7,1
gara gara presiden skrang ini planga plongo ya kyai,3,0
iya win kayak ada kerajaan dan kayak ada komunis gt gasih wkwk,3,1
identifikasi lgbt lgbt merupakan singkatan dari lesbi gay bisexual dan transgender lgbt merupakan sebuah bentuk kelainan atau problem psikolog dan sosial dapat kita lihat bahwasannya lgbt merupakan suatu gejala yang disengaja atau di buat2,2,7
emosi gua sama loey hyung anjir gua dah mikir keras maksud eventnya apa sampe tepelongo bego malah diakhir dia cuma bilang ini semua cuma mimpi anjir emosi pangeran,7,3
soign adalah restoran yang memegang konsep diversity yaitu dengan menggabungkan budaya korea dengan makanan makanan internasional lainnya seperti paris italia dan amerika picture below,0,0
monyet langka dan 2 ekor kukang diselamatkan saat sedang diperjualbelikan via online,0,1
sebagai contoh sederhana ada huria kristen batak protestan hkbp yg menambahkan kata batak saya percaya umat kristiani melihat saudara2 mereka seiman tsb tetap 100 kristen protestan meski hkbp mengakomodir bahasa amp budaya batak demikian juga d,6,0
ganyang pki musnahkan,1,0
islam nusantara ntar muncul kristen nusantara hindu nusantara budha nusantara nusantara sekarepmu la,4,0
nyesel nya lebih kayak makan tai klu tw gini mending gk usa,6,1
ya allah untungnya lagi nggak di kosan kak semoga isi nya bukan bom beneran ya huhu aku ikutan ngeri,4,0
gubernur dki jakarta pak anies baswedan mendapat kehormatan bertemu dan sholat jum at bersama presiden erdogan,2,0
itu adalah ungkapan sayang seperti kata sinting punya,0,1
belajar agama or islam jika belajar islam percaya adam nabi jadi dungu nyembah allah swt benci kafir jadi biadab,3,2
lagu ari lasso silit memang,0,1
agar terpilih menjadi presiden capres itu harus berjanji akan me foll back seluruh rakyat indonesia dijamin dipilih,1,0
mudah2an ada anak atau keluarga dekatmu yg jadi pecun dan pecandu narkoba supaya anda sadar dan paham mengapa tenpat2 spt alexis harus di tutup,4,1
emang saya setan kok bikin penasaran hahaha,2,1
gue sekelompok bertujuh gue sendiri dari fakultas ekonomi dan gue sendiri yg non muslim gue akan pergi mengabdi di kab sukabumi kaki gunung pangrango dan gue udah cek gereja katolik terdekat 45 menit dari desa gue,3,0
bila mok antek tok bila mok kurus tok,0,1
barel ada dugaan bom banyak tim gegana,0,0
namanya jg kecebong anaknya kodok skrg bapak nya jg presiden hadekh presiden planga plongo,5,0
ternyata jokowi komunis lengserkan,0,1
yang melaporkan rg menistakan agama bukan orang orang yang sejak awal menunjuk diri sebagai garda utama pembela agama munafik beradu akrobat dengan munafik lainnya,0,2
ruhut tambah gila tun,0,1
hahahahahha ga beda sama sanjungan mereka si babi jijik ehhh bibib rijik wkwkwkwk,7,2
cocot comberan tai,0,2
ngakak rupiah melemah warganet gak ada berita begini di metro tv,3,0
mnet tuh emg bangsad,4,0
jokowi pilihan pasti 2019 capres itu tidak musti bongkar pasang isi lobang congklak karena presiden tidak boleh coba coba supaya pikiran lurus amp negeri terurus pilihan pada 2019tetapjokowi 2019t3tapjokowi jokowisemakinku,5,0
mas sehat amp emang e aku edan,1,1
emang jablay kan ga modal ga mau usaha,3,1
kaum 1 2 kapir semakin radikal menyerang pusat pertahanan umat islam kaum 1 2 kapir percaya dg otak junk food nya yg kapasitasnya zero waspada adu domba kaum 1 2 kapir,5,0
gue lebih milih langsung nyebut siapa gue dari mana gue dan apa keperluan gue ketika whatsapp orang untuk pertama kalinya,2,0
jika ikuti si garong maka ajaran agama berdasar fiksi,1,0
siapapun u apalagi yg mentil2 ntu sm2 goblok tolol bin bahlul onta kampret,5,4
picek mata lu,2,1
memang salah satu turunan nya juga cebong kampret definisinya komplotan penyebar hoax yg koar koar sambil mencret,2,2
terharu aku baca tweet dari carpoolge14 dan pulangmengundi tak kira jantina bangsa dan agama bersatu untuk selamatkan malaysia semoga perjalanan pergi dan balik kalian selamat god bless,2,0
bertahun2 di katain cebong jokodok pki kafir dongo santai aja tuh knp musti panik ya si doi di panggil kampret,11,3
